"filename", "language", "C++", "Makefile", "comment", "blank", "total"
"/home/ubuntu/IB2TF/Test/InclineSod/InclineSod.cpp", "C++", 1, 0, 0, 0, 1
"/home/ubuntu/IB2TF/Test/InclineSod/Initialize.cpp", "C++", 5, 0, 0, -2, 3
"/home/ubuntu/IB2TF/Test/InclineSod/Makefile", "Makefile", 0, 0, 0, 1, 1
"/home/ubuntu/IB2TF/Test/Sod/Initialize.cpp", "C++", 5, 0, 0, 0, 5
"Total", "-", 11, 0, 0, -1, 10
